asin,description,manufacturer,name,no_of_reviews,price,rating,url
B0B68Z3X7D,,Acefour Accessories Pvt. Ltd.,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,1600,4.0,https://amazon.in/dp/B0B68Z3X7D
B07MCRHSVP,,,HEROZ Harbour Unisex Nylon 28 L Medium Size Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 15.6 Inch Laptop Notebook (153-ALL) (Air Force Blue),,841,4.1,https://amazon.in/dp/B07MCRHSVP
B08Q91ZY29,"Kuber Industries Canvas toiletry bag (Wine): Giving you the perfect companion for all your travels with Kuber Industries Canvas toiletry bag that is versatile and functional. Simple contemporary design that can be used for storing gadgets, toiletries, fashion accessories etc. that keeps you organized with style. Handy and functional: Made from durable material this bag offers you functionality and durability for carrying your essentials while travelling. Slim, foldable and lightweight this bag gives you an organized and a convenient carry on. Ultimate travel buddy: Equipped with zipper for closure and inner pockets for compartments with a contemporary design versatile for all kinds of travels for both men and women. Convenience with style: Without compromising your style this bag gives you convenience with functionality that you can use for carrying any essentials without any hassle.",,Kuber Industries Toiletry Travel Bags Shaving Kit/Pouch/Bag for Men and Women with 2 Main Compartment (Wine)-KUBMART11928,,198,4.0,https://amazon.in/dp/B08Q91ZY29
B0C8NX7HTX,"Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics.",,"Amazon Basics Opel 15.6-Inch Laptop Backpack for Office or College (20 L, Black)",,639,4.2,https://amazon.in/dp/B0C8NX7HTX
B08X2KRL8B,,No,"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",,639,4.1,https://amazon.in/dp/B08X2KRL8B
B0C85YCDR7,"How do you describe a Perfect Backpack? Spacious enough to carry a lot of stuff, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Swirl School Bag.",Safari,"Genie Swirl Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch). Tie-dye print",,1004,4.3,https://amazon.in/dp/B0C85YCDR7
B08FX1R6WY,F Gear Milestone Olive Casual 20 Ltrs Laptop Backpack (3376),Uber Fashion Merchandise Pvt Ltd,F Gear Milestone Olive Casual 20 Ltrs Laptop Backpack (3376),,1155,4.0,https://amazon.in/dp/B08FX1R6WY
B071XJ6XV5,"If you have loads to carry around your search ends here. Here comes a bag which has three huge compartments. Designed keeping in mind the school children with loads of books apart from lunch boxes, water bottles and projects. This bag fits all. A very sturdy and strong bag comes with two bottle pouches and a stationery organizer. Laptop compartment also present. It can also be used as an overnight or a travel backpack for a few days. Comes with the F Gear promise of quality.",No,F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),,1149,4.4,https://amazon.in/dp/B071XJ6XV5
B08R7S55H4,,Lenovo,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",,1337,4.2,https://amazon.in/dp/B08R7S55H4
B01FVQLLU0,,No,COSMUS Darwin 29 litres Office Backpack sleek everyday use backpack,,1333,4.3,https://amazon.in/dp/B01FVQLLU0
B0CFHPMF7B,"Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use and it is made with anti-sweat fabric, giving you comfort throughout the day.",NHQ FASHION,NHQ FASHION Large 45 L Laptop Backpack Large 45 L Laptop Backpack Heavy Duty Traverse Collection Unisex Travel,,599,N/A,https://amazon.in/dp/B0CFHPMF7B
B07QLR3SH4,,No,,,N/A,N/A,https://amazon.in/dp/B07QLR3SH4
B08YR63B9M,"Lunar's Laptop Travel Bag : A Spacious and durable laptop backpack for travel, casual usage, school / college / office and travel. Size: 19 inch X 13inch X 8.5 inch. Capacity: 35 liters. This travel bagpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. It carries 12 months warranty for any manufacturing defects. This “MAKE IN INDIA” Product features 2 large zippered compartments, padded laptop sleeve for upto 15.6"" laptops, internal organiser, 2 water bottle /umbrella pockets, padded handle, inbuilt raincover,3D air ventilated back panel for preventing sweat, heavy duty zippers and sliders, and adjustable straps. Ideal bag for boys, girls, men and women","Akshaya Rubbers, Hebbal Industrial Area, Mysore","Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",,778,3.8,https://amazon.in/dp/B08YR63B9M
B0CFQ5SDRM,"The Ultima Moda Say goodbye to discomfort during those long commutes or treks across campus. The ergonomic design features padded shoulder straps and a breathable mesh back panel that provide exceptional comfort and support, allowing you to carry your load with ease. Whether you're hurrying to class or catching a flight, this backpack ensures a comfortable journey every time. Unparalleled Style: Make a statement with our sleek and stylish design, meticulously crafted to seamlessly blend into any setting. Available in a range of sophisticated colors and patterns, this laptop travel school bag effortlessly complements your personal style while exuding an air of professionalism. Adventure-Ready Durability: Constructed from high-quality, water-resistant materials, this backpack is ready to brave any weather. The robust zippers and reinforced stitching guarantee lasting durability, ensuring that your investment stands the test of time and accompanies you on countless adventures. Travel-Optimized Features: Navigate airports with ease using the integrated luggage strap, designed to secure your bag to your rolling suitcase. The TSA-friendly laptop compartment ensures quick and hassle-free security checks, while the USB charging port lets you keep your devices powered on the go. Safety and Security: Your peace of mind is our priority. The anti-theft features, including hidden zippers and RFID-blocking technology, keep your valuables secure and protected from unauthorized access.",Ultima Moda,Ultima Moda Business Travel Laptop Backpack For Men & Women College School Computer Rucksack Work Backpack for Mens Womens (32.7 LTR),,599,N/A,https://amazon.in/dp/B0CFQ5SDRM
B09Q68446F,"ASUS is a Taiwan-based, multinational computer hardware and consumer electronics company that was established in 1989. Dedicated to creating products for today’s and tomorrow’s smart life, ASUS is the world’s No. 1 motherboard and gaming brand as well as a top-three consumer notebook vendor. ASUS became widely known in North America when it revolutionized the PC industry in 2007 with its Eee PC. Today, the company is pioneering new mobile trends with the ASUS ZenFone series, and it is rapidly developing virtual and augmented reality products as well as IOT devices and robotics technologies. Most recently, ASUS introduced Zenbo, a smart home robot designed to provide assistance, entertainment, and companionship to families.",,"ASUS BP4600 Laptop Backpack (Grey), with Cross-dyed Woven Fabric Material, Suitable for up to 40.64 cm (16-inch) Laptop",,1249,4.4,https://amazon.in/dp/B09Q68446F
B08FYRN2SL,"It is compact to store your important things with ease.Made From outer material Poleyster and inner material From Fabric. Furthermore, they feature Zip closure are best suited for a casual and partywear occasion, Creativity and Ambition fueled the rise of .This is the most stylish work/laptop bag you could own to stay well-equipped because of the spacious inner. With this bag, you are sure to make heads turn at your work place because of the unique bag style and vibrant color. Carry your office gear-files, papers, gadget and other requirements easily in this meticulously designed tote bag . The eye-catchy houndstooth print at the sides adds to the overall design of the bag. Girls, carry your whole world in this classy cum convenient shoulder bag.. Suitable for any occasion with casual and simple design like business, working,traveling, party, etc. Perfect gift choice.","Panwar Bags,Delhi-110094",BEST DEAL 25 ltrs (5 Cms) backpack(AASHISHIMPEXGREY_grey),,334,3.6,https://amazon.in/dp/B08FYRN2SL
B0CFHS4HGJ,"Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use and it is made with anti-sweat fabric, giving you comfort throughout the day.",NHQ FASHION,NHQ FASHION Large 45 L Laptop Backpack Large 45 L Laptop Backpack Heavy Duty Traverse Collection Unisex Travel,,599,N/A,https://amazon.in/dp/B0CFHS4HGJ
B07VX2PNQW,"This MAKEUP BAG is design to simplify your life. You just need to put all your Cosmetic accessories into this bag, and that's it, Simple and Easy, Foolproof...MAKEUP BAG Drawstring closure that securely keeps the bag closed and prevents the tiniest of your items from falling out Foldable, portable and lightweight when travelling. Waterproof coating, washable larger capacity Lay out completely flat within seconds Can be washed directly with water and machine washable fast drying Outside pocket and built-in individual zipper pocket to storage small object Just need to put all your cosmetic accessories into this bag. Quick and easy to pack all your needs. Save you a lot of time. Large Capacity ensure you can store more, don't need to worry about you have to leave some of your cosmetics at home.. Material: high quality waterproof fabric..Package: 1 pc/pack ..Best Use: Casual, Camping, Travelling.",Krishna Enterprise,ERHETUS Stylish Portable Lazy Cosmetic Bag with Drawstrings | Convenient & Waterproof Makeup Pouch for Girls | Large Capacity Storage Pouches | Toiletry Bags for Women (Navy Flamingo),,209,4.3,https://amazon.in/dp/B07VX2PNQW
B07PJCH3VZ,"Hyper Adam Product Features: 1. 7 Ways Height adjustment system. 2. Adjustable Strap stay for back support 3. Zippered opening for main compartment 4. Dual Pockets on Hood 5. Detachable shoe compartment from inside 6. Zipped space on the hood 7. padded cushioned back 8. Adjustable Hip back that helps in weight division from shoulders 9. Adjustable Sternum Strap that helps in keeping the shoulder belts in place. 10. Waterproof material 11. Additional Bottom compartment for used cloths and shoes 12. Additional side utility pockets Other Features: Load Adjuster on shoulder straps. Internal and external zippered Pockets in the Hood, D Ring on Shoulder Straps for Carabiners, Adjustable Waist Belt, Sternum Straps, Carrier for Sleeping Mat, Curved Padded Shoulder Straps, Hood with Pockets, Waist and Back Padded Shoulders, Dual Compression Straps on the Sides, Two Ice Axe Loops on the Front, Extended Shoulder Strap, Mesh Bottle Holders, Tool Carry Loop at Front, accessory Pockets",No,Hyper Adam 65 LTR Rucksack Travel Backpack for Outdoor Sport Hiking Trekking Bag Camping Rucksack,,1091,4.2,https://amazon.in/dp/B07PJCH3VZ
B0BM7C4HG3,"Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 17 Inch X 10 Inch X 13 Inch",Fast Travel,Fast Travel Use For School Bag Class 6-10 Large 4 partition 55 L Laptop Collage Office Travel Backpack Unisex,,643,4.0,https://amazon.in/dp/B0BM7C4HG3
B0CFY72T5X,"This Chris & Kate Trendy Polyester School bag is a versatile and functional accessory suitable for school, college and everyday use. Made from durable materials, it features two spacious main compartments that can accommodate books, a laptop, or other essentials. With multiple external front zipper pockets, inside Organizer it offers convenient storage for smaller items like keys, wallets, and smartphones. The adjustable shoulder straps provide comfort and allow for a customized fit, making it an ideal choice for commuters, students, or anyone.This backpack also has two mesh pockets for umbrella and bottle on the side to keep you hydrated on the go!",Chris  Kate,Chris & Kate Spacious 32 Ltrs 46 cm Boys and Girls School college Casual Daypack Laptop Pocket Water Resistance backpack Bag,,599,N/A,https://amazon.in/dp/B0CFY72T5X
B08MDDV2VM,,Jack And Jill,"ZAmaizoom Unisex Casual Waterproof Small Size Single Compartment Outdoor Mini Backpack For Gym, College, Drawing Class, Short Tour, Office Tiffin and So Many Purpose (12-15 L, SEA GREEN, SGP2 Model)",,249,3.8,https://amazon.in/dp/B08MDDV2VM
B08W5DQ33D,,SAAV TEX PVT LTD,ASTRID Blue Diamond Textured Cotton Tote Bag,,589,4.4,https://amazon.in/dp/B08W5DQ33D
B0BL78YZ19,Arctic Hunter Laptop Backpack for Office School Travel,,"Arctic Hunter 15.6 Inch Laptop Backpack For Men, Lightweight Water-resistant Business Travel Laptop Bag,Computer Bag Purse for Commuting College For Men & Women",,2754,4.6,https://amazon.in/dp/B0BL78YZ19
B0B6FNPN76,,,Arctic Hunter Backpack for Men Premium Business Backpack Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Padded Backpack for Men,,5699,4.4,https://amazon.in/dp/B0B6FNPN76
B084LFS4G1,,,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Navy Blue Oxford Fabric),,1699,4.4,https://amazon.in/dp/B084LFS4G1
B0C6QTMYFG,"Zebronics Techsheild A1, 18 Liters, 1 Compartment Laptop Backpack and front pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",,"Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",,634,5.0,https://amazon.in/dp/B0C6QTMYFG
